,ends,red,yellow,red_diff,remain_ends,last_stone_is_red,page,filepath,INFO,T,red_postion
5,6,3.0,0.0,3.0,3,True,815,./dataset_o\WMCC2022_ResultsBook\geme815end6.png,True,WMCC2022_ResultsBook,-3.0
6,7,3.0,0.0,3.0,2,False,815,./dataset_o\WMCC2022_ResultsBook\geme815end7.png,True,WMCC2022_ResultsBook,0.0
7,8,0.0,2.0,-2.0,1,False,815,./dataset_o\WMCC2022_ResultsBook\geme815end8.png,True,WMCC2022_ResultsBook,3.0
8,9,3.0,0.0,3.0,0,True,815,./dataset_o\WMCC2022_ResultsBook\geme815end9.png,True,WMCC2022_ResultsBook,1.0
0,1,0.0,1.0,-1.0,8,False,826,./dataset_o\WMCC2022_ResultsBook\geme826end1.png,True,WMCC2022_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,True,826,./dataset_o\WMCC2022_ResultsBook\geme826end2.png,True,WMCC2022_ResultsBook,-1.0
2,3,0.0,0.0,0.0,6,True,826,./dataset_o\WMCC2022_ResultsBook\geme826end3.png,True,WMCC2022_ResultsBook,-2.0
3,4,0.0,1.0,-1.0,5,True,826,./dataset_o\WMCC2022_ResultsBook\geme826end4.png,True,WMCC2022_ResultsBook,-2.0
4,5,2.0,0.0,2.0,4,True,826,./dataset_o\WMCC2022_ResultsBook\geme826end5.png,True,WMCC2022_ResultsBook,-3.0
5,6,0.0,1.0,-1.0,3,False,826,./dataset_o\WMCC2022_ResultsBook\geme826end6.png,True,WMCC2022_ResultsBook,-1.0
6,7,1.0,0.0,1.0,2,True,826,./dataset_o\WMCC2022_ResultsBook\geme826end7.png,True,WMCC2022_ResultsBook,-2.0
7,8,1.0,0.0,1.0,1,False,826,./dataset_o\WMCC2022_ResultsBook\geme826end8.png,True,WMCC2022_ResultsBook,-1.0
8,9,0.0,0.0,0.0,0,False,826,./dataset_o\WMCC2022_ResultsBook\geme826end9.png,True,WMCC2022_ResultsBook,0.0
9,10,0.0,1.0,-1.0,0,False,826,./dataset_o\WMCC2022_ResultsBook\geme826end10.png,True,WMCC2022_ResultsBook,0.0
0,1,0.0,1.0,-1.0,8,False,837,./dataset_o\WMCC2022_ResultsBook\geme837end1.png,True,WMCC2022_ResultsBook,0.0
1,2,2.0,0.0,2.0,7,True,837,./dataset_o\WMCC2022_ResultsBook\geme837end2.png,True,WMCC2022_ResultsBook,-1.0
2,3,0.0,2.0,-2.0,6,False,837,./dataset_o\WMCC2022_ResultsBook\geme837end3.png,True,WMCC2022_ResultsBook,1.0
3,4,1.0,0.0,1.0,5,True,837,./dataset_o\WMCC2022_ResultsBook\geme837end4.png,True,WMCC2022_ResultsBook,-1.0
4,5,1.0,0.0,1.0,4,False,837,./dataset_o\WMCC2022_ResultsBook\geme837end5.png,True,WMCC2022_ResultsBook,0.0
5,6,0.0,1.0,-1.0,3,False,837,./dataset_o\WMCC2022_ResultsBook\geme837end6.png,True,WMCC2022_ResultsBook,1.0
6,7,2.0,0.0,2.0,2,True,837,./dataset_o\WMCC2022_ResultsBook\geme837end7.png,True,WMCC2022_ResultsBook,0.0
7,8,0.0,2.0,-2.0,1,False,837,./dataset_o\WMCC2022_ResultsBook\geme837end8.png,True,WMCC2022_ResultsBook,2.0
8,9,0.0,1.0,-1.0,0,True,837,./dataset_o\WMCC2022_ResultsBook\geme837end9.png,True,WMCC2022_ResultsBook,0.0
0,1,0.0,0.0,0.0,8,False,848,./dataset_o\WMCC2022_ResultsBook\geme848end1.png,True,WMCC2022_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,848,./dataset_o\WMCC2022_ResultsBook\geme848end2.png,True,WMCC2022_ResultsBook,0.0
2,3,2.0,0.0,2.0,6,True,848,./dataset_o\WMCC2022_ResultsBook\geme848end3.png,True,WMCC2022_ResultsBook,-1.0
3,4,0.0,1.0,-1.0,5,False,848,./dataset_o\WMCC2022_ResultsBook\geme848end4.png,True,WMCC2022_ResultsBook,1.0
4,5,0.0,1.0,-1.0,4,True,848,./dataset_o\WMCC2022_ResultsBook\geme848end5.png,True,WMCC2022_ResultsBook,0.0
5,6,2.0,0.0,2.0,3,True,848,./dataset_o\WMCC2022_ResultsBook\geme848end6.png,True,WMCC2022_ResultsBook,-1.0
6,7,0.0,0.0,0.0,2,False,848,./dataset_o\WMCC2022_ResultsBook\geme848end7.png,True,WMCC2022_ResultsBook,1.0
7,8,1.0,0.0,1.0,1,False,848,./dataset_o\WMCC2022_ResultsBook\geme848end8.png,True,WMCC2022_ResultsBook,1.0
8,9,0.0,1.0,-1.0,0,False,848,./dataset_o\WMCC2022_ResultsBook\geme848end9.png,True,WMCC2022_ResultsBook,2.0
0,1,3.0,0.0,3.0,8,True,859,./dataset_o\WMCC2022_ResultsBook\geme859end1.png,True,WMCC2022_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,859,./dataset_o\WMCC2022_ResultsBook\geme859end2.png,True,WMCC2022_ResultsBook,3.0
2,3,1.0,0.0,1.0,6,True,859,./dataset_o\WMCC2022_ResultsBook\geme859end3.png,True,WMCC2022_ResultsBook,2.0
3,4,3.0,0.0,3.0,5,False,859,./dataset_o\WMCC2022_ResultsBook\geme859end4.png,True,WMCC2022_ResultsBook,3.0
4,5,0.0,4.0,-4.0,4,False,859,./dataset_o\WMCC2022_ResultsBook\geme859end5.png,True,WMCC2022_ResultsBook,6.0
5,6,3.0,0.0,3.0,3,True,859,./dataset_o\WMCC2022_ResultsBook\geme859end6.png,True,WMCC2022_ResultsBook,2.0
6,7,0.0,2.0,-2.0,2,False,859,./dataset_o\WMCC2022_ResultsBook\geme859end7.png,True,WMCC2022_ResultsBook,5.0
7,8,3.0,0.0,3.0,1,True,859,./dataset_o\WMCC2022_ResultsBook\geme859end8.png,True,WMCC2022_ResultsBook,3.0
0,1,1.0,0.0,1.0,8,True,869,./dataset_o\WMCC2022_ResultsBook\geme869end1.png,True,WMCC2022_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,False,869,./dataset_o\WMCC2022_ResultsBook\geme869end2.png,True,WMCC2022_ResultsBook,1.0
2,3,0.0,1.0,-1.0,6,False,869,./dataset_o\WMCC2022_ResultsBook\geme869end3.png,True,WMCC2022_ResultsBook,2.0
3,4,2.0,0.0,2.0,5,True,869,./dataset_o\WMCC2022_ResultsBook\geme869end4.png,True,WMCC2022_ResultsBook,1.0
4,5,0.0,0.0,0.0,4,False,869,./dataset_o\WMCC2022_ResultsBook\geme869end5.png,True,WMCC2022_ResultsBook,3.0
5,6,1.0,0.0,1.0,3,False,869,./dataset_o\WMCC2022_ResultsBook\geme869end6.png,True,WMCC2022_ResultsBook,3.0
6,7,0.0,2.0,-2.0,2,False,869,./dataset_o\WMCC2022_ResultsBook\geme869end7.png,True,WMCC2022_ResultsBook,4.0
7,8,0.0,1.0,-1.0,1,True,869,./dataset_o\WMCC2022_ResultsBook\geme869end8.png,True,WMCC2022_ResultsBook,2.0
8,9,1.0,0.0,1.0,0,True,869,./dataset_o\WMCC2022_ResultsBook\geme869end9.png,True,WMCC2022_ResultsBook,1.0
0,1,0.0,1.0,-1.0,8,False,880,./dataset_o\WMCC2022_ResultsBook\geme880end1.png,True,WMCC2022_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,True,880,./dataset_o\WMCC2022_ResultsBook\geme880end2.png,True,WMCC2022_ResultsBook,-1.0
2,3,1.0,0.0,1.0,6,True,880,./dataset_o\WMCC2022_ResultsBook\geme880end3.png,True,WMCC2022_ResultsBook,-2.0
3,4,1.0,0.0,1.0,5,False,880,./dataset_o\WMCC2022_ResultsBook\geme880end4.png,True,WMCC2022_ResultsBook,-1.0
4,5,1.0,0.0,1.0,4,False,880,./dataset_o\WMCC2022_ResultsBook\geme880end5.png,True,WMCC2022_ResultsBook,0.0
5,6,0.0,1.0,-1.0,3,False,880,./dataset_o\WMCC2022_ResultsBook\geme880end6.png,True,WMCC2022_ResultsBook,1.0
6,7,3.0,0.0,3.0,2,True,880,./dataset_o\WMCC2022_ResultsBook\geme880end7.png,True,WMCC2022_ResultsBook,0.0
7,8,0.0,0.0,0.0,1,False,880,./dataset_o\WMCC2022_ResultsBook\geme880end8.png,True,WMCC2022_ResultsBook,3.0
8,9,0.0,1.0,-1.0,0,False,880,./dataset_o\WMCC2022_ResultsBook\geme880end9.png,True,WMCC2022_ResultsBook,3.0
9,10,1.0,0.0,1.0,0,True,880,./dataset_o\WMCC2022_ResultsBook\geme880end10.png,True,WMCC2022_ResultsBook,2.0
0,1,0.0,0.0,0.0,8,False,891,./dataset_o\WMCC2022_ResultsBook\geme891end1.png,True,WMCC2022_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,False,891,./dataset_o\WMCC2022_ResultsBook\geme891end2.png,True,WMCC2022_ResultsBook,0.0
2,3,0.0,1.0,-1.0,6,False,891,./dataset_o\WMCC2022_ResultsBook\geme891end3.png,True,WMCC2022_ResultsBook,1.0
3,4,0.0,1.0,-1.0,5,True,891,./dataset_o\WMCC2022_ResultsBook\geme891end4.png,True,WMCC2022_ResultsBook,0.0
4,5,1.0,0.0,1.0,4,True,891,./dataset_o\WMCC2022_ResultsBook\geme891end5.png,True,WMCC2022_ResultsBook,-1.0
5,6,0.0,1.0,-1.0,3,False,891,./dataset_o\WMCC2022_ResultsBook\geme891end6.png,True,WMCC2022_ResultsBook,0.0
6,7,0.0,2.0,-2.0,2,True,891,./dataset_o\WMCC2022_ResultsBook\geme891end7.png,True,WMCC2022_ResultsBook,-1.0
7,8,0.0,3.0,-3.0,1,True,891,./dataset_o\WMCC2022_ResultsBook\geme891end8.png,True,WMCC2022_ResultsBook,-3.0
0,1,0.0,0.0,0.0,8,False,900,./dataset_o\WMCC2022_ResultsBook\geme900end1.png,True,WMCC2022_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,False,900,./dataset_o\WMCC2022_ResultsBook\geme900end2.png,True,WMCC2022_ResultsBook,0.0
2,3,0.0,0.0,0.0,6,False,900,./dataset_o\WMCC2022_ResultsBook\geme900end3.png,True,WMCC2022_ResultsBook,1.0
3,4,1.0,0.0,1.0,5,False,900,./dataset_o\WMCC2022_ResultsBook\geme900end4.png,True,WMCC2022_ResultsBook,1.0
4,5,0.0,1.0,-1.0,4,False,900,./dataset_o\WMCC2022_ResultsBook\geme900end5.png,True,WMCC2022_ResultsBook,2.0
5,6,1.0,0.0,1.0,3,True,900,./dataset_o\WMCC2022_ResultsBook\geme900end6.png,True,WMCC2022_ResultsBook,1.0
6,7,0.0,2.0,-2.0,2,False,900,./dataset_o\WMCC2022_ResultsBook\geme900end7.png,True,WMCC2022_ResultsBook,2.0
7,8,0.0,1.0,-1.0,1,True,900,./dataset_o\WMCC2022_ResultsBook\geme900end8.png,True,WMCC2022_ResultsBook,0.0
8,9,0.0,3.0,-3.0,0,True,900,./dataset_o\WMCC2022_ResultsBook\geme900end9.png,True,WMCC2022_ResultsBook,-1.0
0,1,0.0,0.0,0.0,8,False,7,./dataset_o\WMCC2023_ResultsBook\geme7end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,7,./dataset_o\WMCC2023_ResultsBook\geme7end2.png,True,WMCC2023_ResultsBook,0.0
2,3,0.0,2.0,-2.0,6,True,7,./dataset_o\WMCC2023_ResultsBook\geme7end3.png,True,WMCC2023_ResultsBook,-2.0
3,4,1.0,0.0,1.0,5,True,7,./dataset_o\WMCC2023_ResultsBook\geme7end4.png,True,WMCC2023_ResultsBook,-4.0
4,5,0.0,2.0,-2.0,4,False,7,./dataset_o\WMCC2023_ResultsBook\geme7end5.png,True,WMCC2023_ResultsBook,-3.0
5,6,2.0,0.0,2.0,3,True,7,./dataset_o\WMCC2023_ResultsBook\geme7end6.png,True,WMCC2023_ResultsBook,-5.0
6,7,0.0,0.0,0.0,2,False,7,./dataset_o\WMCC2023_ResultsBook\geme7end7.png,True,WMCC2023_ResultsBook,-3.0
7,8,0.0,3.0,-3.0,1,False,7,./dataset_o\WMCC2023_ResultsBook\geme7end8.png,True,WMCC2023_ResultsBook,-3.0
0,1,0.0,0.0,0.0,8,False,22,./dataset_o\WMCC2023_ResultsBook\geme22end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,2.0,-2.0,7,False,22,./dataset_o\WMCC2023_ResultsBook\geme22end2.png,True,WMCC2023_ResultsBook,0.0
2,3,0.0,1.0,-1.0,6,True,22,./dataset_o\WMCC2023_ResultsBook\geme22end3.png,True,WMCC2023_ResultsBook,-2.0
3,4,0.0,2.0,-2.0,5,True,22,./dataset_o\WMCC2023_ResultsBook\geme22end4.png,True,WMCC2023_ResultsBook,-3.0
4,5,0.0,3.0,-3.0,4,True,22,./dataset_o\WMCC2023_ResultsBook\geme22end5.png,True,WMCC2023_ResultsBook,-5.0
5,6,2.0,0.0,2.0,3,True,22,./dataset_o\WMCC2023_ResultsBook\geme22end6.png,True,WMCC2023_ResultsBook,-8.0
6,7,0.0,3.0,-3.0,2,False,22,./dataset_o\WMCC2023_ResultsBook\geme22end7.png,True,WMCC2023_ResultsBook,-6.0
7,8,1.0,0.0,1.0,1,True,22,./dataset_o\WMCC2023_ResultsBook\geme22end8.png,True,WMCC2023_ResultsBook,-9.0
0,1,1.0,0.0,1.0,8,False,34,./dataset_o\WMCC2023_ResultsBook\geme34end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,34,./dataset_o\WMCC2023_ResultsBook\geme34end2.png,True,WMCC2023_ResultsBook,1.0
2,3,1.0,0.0,1.0,6,True,34,./dataset_o\WMCC2023_ResultsBook\geme34end3.png,True,WMCC2023_ResultsBook,0.0
3,4,0.0,1.0,-1.0,5,False,34,./dataset_o\WMCC2023_ResultsBook\geme34end4.png,True,WMCC2023_ResultsBook,1.0
4,5,1.0,0.0,1.0,4,True,34,./dataset_o\WMCC2023_ResultsBook\geme34end5.png,True,WMCC2023_ResultsBook,0.0
5,6,0.0,1.0,-1.0,3,False,34,./dataset_o\WMCC2023_ResultsBook\geme34end6.png,True,WMCC2023_ResultsBook,1.0
6,7,2.0,0.0,2.0,2,True,34,./dataset_o\WMCC2023_ResultsBook\geme34end7.png,True,WMCC2023_ResultsBook,0.0
7,8,0.0,2.0,-2.0,1,False,34,./dataset_o\WMCC2023_ResultsBook\geme34end8.png,True,WMCC2023_ResultsBook,2.0
8,9,0.0,0.0,0.0,0,True,34,./dataset_o\WMCC2023_ResultsBook\geme34end9.png,True,WMCC2023_ResultsBook,0.0
0,1,0.0,1.0,-1.0,8,False,45,./dataset_o\WMCC2023_ResultsBook\geme45end1.png,True,WMCC2023_ResultsBook,0.0
1,2,2.0,0.0,2.0,7,True,45,./dataset_o\WMCC2023_ResultsBook\geme45end2.png,True,WMCC2023_ResultsBook,-1.0
2,3,0.0,1.0,-1.0,6,False,45,./dataset_o\WMCC2023_ResultsBook\geme45end3.png,True,WMCC2023_ResultsBook,1.0
3,4,2.0,0.0,2.0,5,True,45,./dataset_o\WMCC2023_ResultsBook\geme45end4.png,True,WMCC2023_ResultsBook,0.0
4,5,0.0,2.0,-2.0,4,False,45,./dataset_o\WMCC2023_ResultsBook\geme45end5.png,True,WMCC2023_ResultsBook,2.0
5,6,1.0,0.0,1.0,3,True,45,./dataset_o\WMCC2023_ResultsBook\geme45end6.png,True,WMCC2023_ResultsBook,0.0
6,7,0.0,2.0,-2.0,2,False,45,./dataset_o\WMCC2023_ResultsBook\geme45end7.png,True,WMCC2023_ResultsBook,1.0
7,8,1.0,0.0,1.0,1,True,45,./dataset_o\WMCC2023_ResultsBook\geme45end8.png,True,WMCC2023_ResultsBook,-1.0
8,9,0.0,2.0,-2.0,0,False,45,./dataset_o\WMCC2023_ResultsBook\geme45end9.png,True,WMCC2023_ResultsBook,0.0
9,10,2.0,0.0,2.0,0,True,45,./dataset_o\WMCC2023_ResultsBook\geme45end10.png,True,WMCC2023_ResultsBook,-2.0
10,11,0.0,1.0,-1.0,0,False,45,./dataset_o\WMCC2023_ResultsBook\geme45end11.png,True,WMCC2023_ResultsBook,0.0
0,1,1.0,0.0,1.0,8,True,58,./dataset_o\WMCC2023_ResultsBook\geme58end1.png,True,WMCC2023_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,False,58,./dataset_o\WMCC2023_ResultsBook\geme58end2.png,True,WMCC2023_ResultsBook,1.0
2,3,0.0,2.0,-2.0,6,False,58,./dataset_o\WMCC2023_ResultsBook\geme58end3.png,True,WMCC2023_ResultsBook,2.0
3,4,0.0,2.0,-2.0,5,True,58,./dataset_o\WMCC2023_ResultsBook\geme58end4.png,True,WMCC2023_ResultsBook,0.0
4,5,0.0,0.0,0.0,4,True,58,./dataset_o\WMCC2023_ResultsBook\geme58end5.png,True,WMCC2023_ResultsBook,-2.0
5,6,0.0,1.0,-1.0,3,True,58,./dataset_o\WMCC2023_ResultsBook\geme58end6.png,True,WMCC2023_ResultsBook,-2.0
6,7,0.0,1.0,-1.0,2,True,58,./dataset_o\WMCC2023_ResultsBook\geme58end7.png,True,WMCC2023_ResultsBook,-3.0
7,8,2.0,0.0,2.0,1,True,58,./dataset_o\WMCC2023_ResultsBook\geme58end8.png,True,WMCC2023_ResultsBook,-4.0
8,9,0.0,2.0,-2.0,0,False,58,./dataset_o\WMCC2023_ResultsBook\geme58end9.png,True,WMCC2023_ResultsBook,-2.0
0,1,2.0,0.0,2.0,8,True,68,./dataset_o\WMCC2023_ResultsBook\geme68end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,68,./dataset_o\WMCC2023_ResultsBook\geme68end2.png,True,WMCC2023_ResultsBook,2.0
2,3,0.0,0.0,0.0,6,True,68,./dataset_o\WMCC2023_ResultsBook\geme68end3.png,True,WMCC2023_ResultsBook,1.0
3,4,0.0,0.0,0.0,5,True,68,./dataset_o\WMCC2023_ResultsBook\geme68end4.png,True,WMCC2023_ResultsBook,1.0
4,5,1.0,0.0,1.0,4,True,68,./dataset_o\WMCC2023_ResultsBook\geme68end5.png,True,WMCC2023_ResultsBook,1.0
5,6,1.0,0.0,1.0,3,False,68,./dataset_o\WMCC2023_ResultsBook\geme68end6.png,True,WMCC2023_ResultsBook,2.0
6,7,3.0,0.0,3.0,2,False,68,./dataset_o\WMCC2023_ResultsBook\geme68end7.png,True,WMCC2023_ResultsBook,3.0
7,8,2.0,0.0,2.0,1,False,68,./dataset_o\WMCC2023_ResultsBook\geme68end8.png,True,WMCC2023_ResultsBook,6.0
0,1,0.0,2.0,-2.0,8,False,98,./dataset_o\WMCC2023_ResultsBook\geme98end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,0.0,0.0,7,True,98,./dataset_o\WMCC2023_ResultsBook\geme98end2.png,True,WMCC2023_ResultsBook,-2.0
2,3,3.0,0.0,3.0,6,True,98,./dataset_o\WMCC2023_ResultsBook\geme98end3.png,True,WMCC2023_ResultsBook,-2.0
3,4,0.0,0.0,0.0,5,False,98,./dataset_o\WMCC2023_ResultsBook\geme98end4.png,True,WMCC2023_ResultsBook,1.0
4,5,0.0,1.0,-1.0,4,False,98,./dataset_o\WMCC2023_ResultsBook\geme98end5.png,True,WMCC2023_ResultsBook,1.0
5,6,0.0,0.0,0.0,3,True,98,./dataset_o\WMCC2023_ResultsBook\geme98end6.png,True,WMCC2023_ResultsBook,0.0
6,7,0.0,0.0,0.0,2,True,98,./dataset_o\WMCC2023_ResultsBook\geme98end7.png,True,WMCC2023_ResultsBook,0.0
7,8,1.0,0.0,1.0,1,True,98,./dataset_o\WMCC2023_ResultsBook\geme98end8.png,True,WMCC2023_ResultsBook,0.0
8,9,0.0,2.0,-2.0,0,False,98,./dataset_o\WMCC2023_ResultsBook\geme98end9.png,True,WMCC2023_ResultsBook,1.0
9,10,0.0,1.0,-1.0,0,True,98,./dataset_o\WMCC2023_ResultsBook\geme98end10.png,True,WMCC2023_ResultsBook,-1.0
0,1,1.0,0.0,1.0,8,True,109,./dataset_o\WMCC2023_ResultsBook\geme109end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,109,./dataset_o\WMCC2023_ResultsBook\geme109end2.png,True,WMCC2023_ResultsBook,1.0
2,3,2.0,0.0,2.0,6,True,109,./dataset_o\WMCC2023_ResultsBook\geme109end3.png,True,WMCC2023_ResultsBook,0.0
3,4,0.0,1.0,-1.0,5,False,109,./dataset_o\WMCC2023_ResultsBook\geme109end4.png,True,WMCC2023_ResultsBook,2.0
4,5,2.0,0.0,2.0,4,True,109,./dataset_o\WMCC2023_ResultsBook\geme109end5.png,True,WMCC2023_ResultsBook,1.0
5,6,0.0,2.0,-2.0,3,False,109,./dataset_o\WMCC2023_ResultsBook\geme109end6.png,True,WMCC2023_ResultsBook,3.0
6,7,3.0,0.0,3.0,2,True,109,./dataset_o\WMCC2023_ResultsBook\geme109end7.png,True,WMCC2023_ResultsBook,1.0
7,8,0.0,0.0,0.0,1,False,109,./dataset_o\WMCC2023_ResultsBook\geme109end8.png,True,WMCC2023_ResultsBook,4.0
8,9,0.0,1.0,-1.0,0,False,109,./dataset_o\WMCC2023_ResultsBook\geme109end9.png,True,WMCC2023_ResultsBook,4.0
0,1,1.0,0.0,1.0,8,True,119,./dataset_o\WMCC2023_ResultsBook\geme119end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,3.0,-3.0,7,False,119,./dataset_o\WMCC2023_ResultsBook\geme119end2.png,True,WMCC2023_ResultsBook,1.0
2,3,0.0,1.0,-1.0,6,True,119,./dataset_o\WMCC2023_ResultsBook\geme119end3.png,True,WMCC2023_ResultsBook,-2.0
3,4,2.0,0.0,2.0,5,True,119,./dataset_o\WMCC2023_ResultsBook\geme119end4.png,True,WMCC2023_ResultsBook,-3.0
4,5,0.0,1.0,-1.0,4,False,119,./dataset_o\WMCC2023_ResultsBook\geme119end5.png,True,WMCC2023_ResultsBook,-1.0
5,6,1.0,0.0,1.0,3,True,119,./dataset_o\WMCC2023_ResultsBook\geme119end6.png,True,WMCC2023_ResultsBook,-2.0
6,7,0.0,0.0,0.0,2,False,119,./dataset_o\WMCC2023_ResultsBook\geme119end7.png,True,WMCC2023_ResultsBook,-1.0
7,8,0.0,2.0,-2.0,1,False,119,./dataset_o\WMCC2023_ResultsBook\geme119end8.png,True,WMCC2023_ResultsBook,-1.0
8,9,0.0,3.0,-3.0,0,True,119,./dataset_o\WMCC2023_ResultsBook\geme119end9.png,True,WMCC2023_ResultsBook,-3.0
0,1,2.0,0.0,2.0,8,True,129,./dataset_o\WMCC2023_ResultsBook\geme129end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,129,./dataset_o\WMCC2023_ResultsBook\geme129end2.png,True,WMCC2023_ResultsBook,2.0
2,3,0.0,0.0,0.0,6,True,129,./dataset_o\WMCC2023_ResultsBook\geme129end3.png,True,WMCC2023_ResultsBook,1.0
3,4,1.0,0.0,1.0,5,True,129,./dataset_o\WMCC2023_ResultsBook\geme129end4.png,True,WMCC2023_ResultsBook,1.0
4,5,0.0,4.0,-4.0,4,False,129,./dataset_o\WMCC2023_ResultsBook\geme129end5.png,True,WMCC2023_ResultsBook,2.0
5,6,1.0,0.0,1.0,3,True,129,./dataset_o\WMCC2023_ResultsBook\geme129end6.png,True,WMCC2023_ResultsBook,-2.0
6,7,0.0,3.0,-3.0,2,False,129,./dataset_o\WMCC2023_ResultsBook\geme129end7.png,True,WMCC2023_ResultsBook,-1.0
7,8,1.0,0.0,1.0,1,True,129,./dataset_o\WMCC2023_ResultsBook\geme129end8.png,True,WMCC2023_ResultsBook,-4.0
0,1,1.0,0.0,1.0,8,True,139,./dataset_o\WMCC2023_ResultsBook\geme139end1.png,True,WMCC2023_ResultsBook,0.0
1,2,2.0,0.0,2.0,7,False,139,./dataset_o\WMCC2023_ResultsBook\geme139end2.png,True,WMCC2023_ResultsBook,1.0
2,3,1.0,0.0,1.0,6,False,139,./dataset_o\WMCC2023_ResultsBook\geme139end3.png,True,WMCC2023_ResultsBook,3.0
3,4,0.0,2.0,-2.0,5,False,139,./dataset_o\WMCC2023_ResultsBook\geme139end4.png,True,WMCC2023_ResultsBook,4.0
4,5,2.0,0.0,2.0,4,True,139,./dataset_o\WMCC2023_ResultsBook\geme139end5.png,True,WMCC2023_ResultsBook,2.0
5,6,1.0,0.0,1.0,3,False,139,./dataset_o\WMCC2023_ResultsBook\geme139end6.png,True,WMCC2023_ResultsBook,4.0
6,7,0.0,1.0,-1.0,2,False,139,./dataset_o\WMCC2023_ResultsBook\geme139end7.png,True,WMCC2023_ResultsBook,5.0
7,8,2.0,0.0,2.0,1,True,139,./dataset_o\WMCC2023_ResultsBook\geme139end8.png,True,WMCC2023_ResultsBook,4.0
0,1,1.0,0.0,1.0,8,True,148,./dataset_o\WMCC2023_ResultsBook\geme148end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,148,./dataset_o\WMCC2023_ResultsBook\geme148end2.png,True,WMCC2023_ResultsBook,1.0
2,3,0.0,1.0,-1.0,6,True,148,./dataset_o\WMCC2023_ResultsBook\geme148end3.png,True,WMCC2023_ResultsBook,0.0
3,4,1.0,0.0,1.0,5,True,148,./dataset_o\WMCC2023_ResultsBook\geme148end4.png,True,WMCC2023_ResultsBook,-1.0
4,5,0.0,1.0,-1.0,4,False,148,./dataset_o\WMCC2023_ResultsBook\geme148end5.png,True,WMCC2023_ResultsBook,0.0
5,6,1.0,0.0,1.0,3,True,148,./dataset_o\WMCC2023_ResultsBook\geme148end6.png,True,WMCC2023_ResultsBook,-1.0
6,7,0.0,3.0,-3.0,2,False,148,./dataset_o\WMCC2023_ResultsBook\geme148end7.png,True,WMCC2023_ResultsBook,0.0
7,8,0.0,2.0,-2.0,1,True,148,./dataset_o\WMCC2023_ResultsBook\geme148end8.png,True,WMCC2023_ResultsBook,-3.0
0,1,1.0,0.0,1.0,8,True,157,./dataset_o\WMCC2023_ResultsBook\geme157end1.png,True,WMCC2023_ResultsBook,0.0
1,2,0.0,1.0,-1.0,7,False,157,./dataset_o\WMCC2023_ResultsBook\geme157end2.png,True,WMCC2023_ResultsBook,1.0
2,3,1.0,0.0,1.0,6,True,157,./dataset_o\WMCC2023_ResultsBook\geme157end3.png,True,WMCC2023_ResultsBook,0.0
3,4,0.0,1.0,-1.0,5,False,157,./dataset_o\WMCC2023_ResultsBook\geme157end4.png,True,WMCC2023_ResultsBook,1.0
4,5,1.0,0.0,1.0,4,True,157,./dataset_o\WMCC2023_ResultsBook\geme157end5.png,True,WMCC2023_ResultsBook,0.0
5,6,0.0,2.0,-2.0,3,False,157,./dataset_o\WMCC2023_ResultsBook\geme157end6.png,True,WMCC2023_ResultsBook,1.0
6,7,0.0,0.0,0.0,2,True,157,./dataset_o\WMCC2023_ResultsBook\geme157end7.png,True,WMCC2023_ResultsBook,-1.0
7,8,0.0,1.0,-1.0,1,True,157,./dataset_o\WMCC2023_ResultsBook\geme157end8.png,True,WMCC2023_ResultsBook,-1.0
8,9,3.0,0.0,3.0,0,True,157,./dataset_o\WMCC2023_ResultsBook\geme157end9.png,True,WMCC2023_ResultsBook,-2.0
9,10,2.0,0.0,2.0,0,False,157,./dataset_o\WMCC2023_ResultsBook\geme157end10.png,True,WMCC2023_ResultsBook,1.0
0,1,0.0,0.0,0.0,8,True,168,./dataset_o\WMCC2023_ResultsBook\geme168end1.png,True,WMCC2023_ResultsBook,0.0
1,2,1.0,0.0,1.0,7,True,168,./dataset_o\WMCC2023_ResultsBook\geme168end2.png,True,WMCC2023_ResultsBook,0.0
2,3,0.0,3.0,-3.0,6,False,168,./dataset_o\WMCC2023_ResultsBook\geme168end3.png,True,WMCC2023_ResultsBook,1.0
