,red_diff,remain_ends,last_stone_is_red,red_postion,filepath
0,0.0,8,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme73end1.png
1,-4.0,7,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme468end2.png
5,2.0,3,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme36end6.png
2,-1.0,6,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme701end3.png
3,-2.0,5,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme250end4.png
5,0.0,3,True,1.0,./dataset_o\WWCC2023_ResultsBook\geme661end6.png
8,-1.0,0,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme1005end9.png
3,0.0,5,True,4.0,./dataset_o\WMCC2022_ResultsBook\geme599end4.png
5,2.0,3,True,-4.0,./dataset_o\WMCC2022_ResultsBook\geme499end6.png
3,-3.0,5,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme620end4.png
7,-3.0,1,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme232end8.png
2,2.0,6,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme662end3.png
7,-1.0,1,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme569end8.png
6,1.0,2,True,-7.0,./dataset_o\WMCC2021_ResultsBook\geme996end7.png
1,0.0,7,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme798end2.png
0,0.0,8,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme249end1.png
5,1.0,3,True,1.0,./dataset_o\WWCC2023_ResultsBook\geme126end6.png
2,1.0,6,True,-2.0,./dataset_o\WMCC2022_ResultsBook\geme608end3.png
1,1.0,7,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme338end2.png
4,-2.0,4,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme17end5.png
3,-1.0,5,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme901end4.png
2,-1.0,6,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme116end3.png
0,0.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme344end1.png
5,3.0,3,False,3.0,./dataset_o\WMCC2021_ResultsBook\geme459end6.png
6,-2.0,2,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme273end7.png
5,-2.0,3,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme466end6.png
0,-2.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme610end1.png
5,-1.0,3,True,-7.0,./dataset_o\WMCC2021_ResultsBook\geme559end6.png
6,2.0,2,True,5.0,./dataset_o\WMCC2023_ResultsBook\geme601end7.png
6,1.0,2,True,-5.0,./dataset_o\WMCC2022_ResultsBook\geme58end7.png
2,0.0,6,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme385end3.png
5,1.0,3,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme238end6.png
8,-2.0,0,False,3.0,./dataset_o\WMCC2021_ResultsBook\geme1025end9.png
3,-1.0,5,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme212end4.png
7,1.0,1,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme775end8.png
1,3.0,7,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme573end2.png
1,-2.0,7,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme330end2.png
5,-1.0,3,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme597end6.png
3,1.0,5,True,-4.0,./dataset_o\WMCC2022_ResultsBook\geme132end4.png
4,-2.0,4,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme421end5.png
2,1.0,6,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme891end3.png
8,-2.0,0,False,-3.0,./dataset_o\WWCC2023_ResultsBook\geme368end9.png
4,-1.0,4,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme442end5.png
7,3.0,1,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme212end8.png
5,-1.0,3,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme143end6.png
7,2.0,1,True,2.0,./dataset_o\WMCC2022_ResultsBook\geme683end8.png
2,3.0,6,True,1.0,./dataset_o\WWCC2022_ResultsBook\geme521end3.png
7,-2.0,1,True,-4.0,./dataset_o\WMCC2022_ResultsBook\geme499end8.png
8,-1.0,0,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme891end9.png
8,-1.0,0,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme126end9.png
0,-2.0,8,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme135end1.png
6,-1.0,2,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme432end7.png
2,1.0,6,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme540end3.png
6,1.0,2,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme951end7.png
6,1.0,2,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme7end7.png
1,-1.0,7,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme569end2.png
7,2.0,1,True,-5.0,./dataset_o\WMCC2023_ResultsBook\geme782end8.png
5,-1.0,3,False,5.0,./dataset_o\WMCC2022_ResultsBook\geme805end6.png
2,2.0,6,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme135end3.png
6,1.0,2,True,3.0,./dataset_o\WWCC2023_ResultsBook\geme670end7.png
2,-1.0,6,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme291end3.png
5,1.0,3,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme743end6.png
9,1.0,0,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme393end10.png
7,3.0,1,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme62end8.png
1,1.0,7,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme817end2.png
5,-3.0,3,True,2.0,./dataset_o\WWCC2022_ResultsBook\geme708end6.png
6,-1.0,2,True,5.0,./dataset_o\WMCC2022_ResultsBook\geme262end7.png
2,-1.0,6,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme426end3.png
3,0.0,5,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme71end4.png
2,0.0,6,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme183end3.png
3,-1.0,5,True,-4.0,./dataset_o\WWCC2023_ResultsBook\geme787end4.png
7,2.0,1,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme24end8.png
1,1.0,7,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme512end2.png
1,0.0,7,True,-1.0,./dataset_o\WMCC2023_ResultsBook\geme452end2.png
3,-2.0,5,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme471end4.png
1,2.0,7,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme250end2.png
7,-3.0,1,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme293end8.png
10,1.0,0,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme677end11.png
4,-1.0,4,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme749end5.png
7,-1.0,1,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme714end8.png
5,2.0,3,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme385end6.png
2,-5.0,6,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme338end3.png
1,-1.0,7,True,-1.0,./dataset_o\WMCC2023_ResultsBook\geme815end2.png
4,2.0,4,True,2.0,./dataset_o\WMCC2022_ResultsBook\geme140end5.png
1,1.0,7,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme211end2.png
8,2.0,0,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme705end9.png
3,0.0,5,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme557end4.png
3,3.0,5,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme642end4.png
2,2.0,6,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme798end3.png
1,2.0,7,True,-1.0,./dataset_o\WMCC2023_ResultsBook\geme280end2.png
8,2.0,0,True,-5.0,./dataset_o\WWCC2023_ResultsBook\geme524end9.png
4,-4.0,4,True,-5.0,./dataset_o\WWCC2022_ResultsBook\geme771end5.png
1,1.0,7,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme272end2.png
8,-1.0,0,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme17end9.png
5,1.0,3,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme869end6.png
4,-3.0,4,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme262end5.png
4,1.0,4,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme726end5.png
4,0.0,4,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme315end5.png
8,2.0,0,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme771end9.png
5,0.0,3,True,-4.0,./dataset_o\WMCC2021_ResultsBook\geme922end6.png
1,-1.0,7,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme719end2.png
7,-2.0,1,False,6.0,./dataset_o\WMCC2022_ResultsBook\geme599end8.png
9,2.0,0,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme588end10.png
3,-1.0,5,True,-4.0,./dataset_o\WMCC2021_ResultsBook\geme649end4.png
2,1.0,6,True,-4.0,./dataset_o\WWCC2023_ResultsBook\geme210end3.png
6,-1.0,2,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme760end7.png
6,-1.0,2,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme794end7.png
6,1.0,2,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme397end7.png
4,-1.0,4,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme410end5.png
4,-1.0,4,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme200end5.png
8,1.0,0,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme776end9.png
3,4.0,5,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme116end4.png
7,2.0,1,False,3.0,./dataset_o\WWCC2022_ResultsBook\geme442end8.png
1,0.0,7,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme325end2.png
3,-1.0,5,False,4.0,./dataset_o\WWCC2022_ResultsBook\geme646end4.png
6,3.0,2,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme684end7.png
4,2.0,4,True,-5.0,./dataset_o\WWCC2023_ResultsBook\geme610end5.png
3,-1.0,5,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme34end4.png
3,1.0,5,False,-1.0,./dataset_o\WMCC2021_ResultsBook\geme922end4.png
0,0.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme665end1.png
8,3.0,0,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme737end9.png
5,0.0,3,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme668end6.png
5,0.0,3,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme291end6.png
5,1.0,3,True,-4.0,./dataset_o\WMCC2022_ResultsBook\geme783end6.png
3,0.0,5,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme569end4.png
4,1.0,4,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme863end5.png
5,-1.0,3,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme480end6.png
5,3.0,3,True,2.0,./dataset_o\WMCC2022_ResultsBook\geme859end6.png
1,1.0,7,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme628end2.png
8,-1.0,0,False,5.0,./dataset_o\WMCC2022_ResultsBook\geme313end9.png
2,-2.0,6,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme346end3.png
4,1.0,4,False,-2.0,./dataset_o\WWCC2022_ResultsBook\geme260end5.png
4,2.0,4,True,-5.0,./dataset_o\WWCC2023_ResultsBook\geme357end5.png
3,0.0,5,True,3.0,./dataset_o\WWCC2023_ResultsBook\geme670end4.png
3,-1.0,5,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme61end4.png
3,2.0,5,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme656end4.png
2,1.0,6,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme684end3.png
8,2.0,0,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme201end9.png
0,0.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme798end1.png
0,0.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme357end1.png
7,1.0,1,False,-3.0,./dataset_o\WWCC2023_ResultsBook\geme725end8.png
3,1.0,5,True,-4.0,./dataset_o\WMCC2023_ResultsBook\geme7end4.png
6,-1.0,2,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme17end7.png
0,-2.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme496end1.png
5,0.0,3,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme47end6.png
1,-1.0,7,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme620end2.png
6,2.0,2,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme289end7.png
6,-2.0,2,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme430end7.png
7,-1.0,1,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme713end8.png
8,0.0,0,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme662end9.png
7,-3.0,1,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme524end8.png
6,-1.0,2,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme200end7.png
0,0.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme743end1.png
1,1.0,7,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme105end2.png
4,3.0,4,True,-3.0,./dataset_o\WWCC2022_ResultsBook\geme611end5.png
1,1.0,7,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme897end2.png
1,-1.0,7,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme708end2.png
3,0.0,5,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme631end4.png
4,0.0,4,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme869end5.png
0,1.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme116end1.png
6,-1.0,2,False,-1.0,./dataset_o\WWCC2023_ResultsBook\geme410end7.png
4,2.0,4,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme717end5.png
3,-1.0,5,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme618end4.png
4,2.0,4,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme530end5.png
0,0.0,8,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme303end1.png
4,-3.0,4,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme512end5.png
6,1.0,2,False,-2.0,./dataset_o\WMCC2023_ResultsBook\geme815end7.png
6,3.0,2,True,1.0,./dataset_o\WMCC2023_ResultsBook\geme805end7.png
4,-1.0,4,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme24end5.png
8,0.0,0,False,3.0,./dataset_o\WMCC2021_ResultsBook\geme490end9.png
4,0.0,4,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme374end5.png
7,-1.0,1,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme334end8.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme503end1.png
7,0.0,1,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme875end8.png
2,-3.0,6,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme464end3.png
4,3.0,4,False,3.0,./dataset_o\WMCC2021_ResultsBook\geme755end5.png
0,1.0,8,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme569end1.png
2,2.0,6,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme345end3.png
6,-3.0,2,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme875end7.png
2,-3.0,6,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme363end3.png
9,2.0,0,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme984end10.png
5,1.0,3,True,-6.0,./dataset_o\WMCC2021_ResultsBook\geme809end6.png
7,2.0,1,True,-5.0,./dataset_o\WMCC2023_ResultsBook\geme318end8.png
8,3.0,0,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme665end9.png
1,1.0,7,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme808end2.png
8,5.0,0,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme7end9.png
6,2.0,2,True,-5.0,./dataset_o\WWCC2023_ResultsBook\geme725end7.png
0,-2.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme532end1.png
3,3.0,5,False,6.0,./dataset_o\WWCC2022_ResultsBook\geme180end4.png
1,0.0,7,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme616end2.png
3,-1.0,5,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme1037end4.png
8,1.0,0,True,-4.0,./dataset_o\WMCC2021_ResultsBook\geme963end9.png
0,0.0,8,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme622end1.png
2,-2.0,6,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme775end3.png
1,1.0,7,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme99end2.png
3,-3.0,5,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme165end4.png
6,-2.0,2,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme199end7.png
9,-2.0,0,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme574end10.png
4,2.0,4,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme736end5.png
3,1.0,5,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme315end4.png
0,-3.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme318end1.png
0,0.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme173end1.png
7,-1.0,1,True,3.0,./dataset_o\WWCC2022_ResultsBook\geme116end8.png
5,3.0,3,False,8.0,./dataset_o\WWCC2023_ResultsBook\geme849end6.png
3,1.0,5,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme67end4.png
0,2.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme187end1.png
1,-2.0,7,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme126end2.png
1,1.0,7,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme900end2.png
7,-2.0,1,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme289end8.png
3,-2.0,5,False,-1.0,./dataset_o\WMCC2023_ResultsBook\geme300end4.png
5,1.0,3,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme374end6.png
7,2.0,1,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme291end8.png
4,-5.0,4,True,-5.0,./dataset_o\WMCC2021_ResultsBook\geme649end5.png
6,-1.0,2,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme546end7.png
7,-2.0,1,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme574end8.png
2,-2.0,6,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme137end3.png
6,2.0,2,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme550end7.png
6,-2.0,2,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme249end7.png
5,-2.0,3,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme283end6.png
1,-2.0,7,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme105end2.png
0,2.0,8,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme791end1.png
7,-2.0,1,False,4.0,./dataset_o\WWCC2022_ResultsBook\geme187end8.png
0,0.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme105end1.png
1,-1.0,7,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme368end2.png
2,0.0,6,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme796end3.png
0,0.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme1016end1.png
8,2.0,0,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme291end9.png
4,-1.0,4,False,5.0,./dataset_o\WMCC2022_ResultsBook\geme162end5.png
3,-4.0,5,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme704end4.png
2,-2.0,6,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme49end3.png
6,0.0,2,False,5.0,./dataset_o\WMCC2021_ResultsBook\geme38end7.png
0,1.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme212end1.png
0,0.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme641end1.png
4,1.0,4,True,-2.0,./dataset_o\WWCC2023_ResultsBook\geme620end5.png
5,-1.0,3,False,-2.0,./dataset_o\WMCC2022_ResultsBook\geme110end6.png
5,-3.0,3,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme389end6.png
2,-1.0,6,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme886end3.png
6,1.0,2,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme169end7.png
6,1.0,2,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme880end7.png
5,-1.0,3,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme260end6.png
0,1.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme695end1.png
2,-1.0,6,False,0.0,./dataset_o\WMCC2022_ResultsBook\geme421end3.png
4,1.0,4,False,2.0,./dataset_o\WWCC2023_ResultsBook\geme829end5.png
2,-1.0,6,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme450end3.png
8,2.0,0,False,3.0,./dataset_o\WWCC2023_ResultsBook\geme691end9.png
5,2.0,3,False,2.0,./dataset_o\WMCC2022_ResultsBook\geme694end6.png
2,2.0,6,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme848end3.png
0,0.0,8,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme116end1.png
3,1.0,5,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme143end4.png
6,0.0,2,True,-4.0,./dataset_o\WWCC2023_ResultsBook\geme455end7.png
3,1.0,5,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme336end4.png
0,3.0,8,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme586end1.png
8,-1.0,0,False,4.0,./dataset_o\WMCC2021_ResultsBook\geme116end9.png
7,-2.0,1,False,5.0,./dataset_o\WMCC2021_ResultsBook\geme910end8.png
5,1.0,3,True,-3.0,./dataset_o\WMCC2022_ResultsBook\geme674end6.png
8,-1.0,0,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme725end9.png
4,1.0,4,False,1.0,./dataset_o\WMCC2023_ResultsBook\geme217end5.png
1,-1.0,7,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme234end2.png
2,2.0,6,True,0.0,./dataset_o\WWCC2022_ResultsBook\geme442end3.png
6,-1.0,2,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme344end7.png
4,2.0,4,True,-2.0,./dataset_o\WMCC2021_ResultsBook\geme743end5.png
2,-2.0,6,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme805end3.png
0,1.0,8,True,0.0,./dataset_o\WMCC2022_ResultsBook\geme509end1.png
1,-1.0,7,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme521end2.png
0,-1.0,8,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme381end1.png
4,-3.0,4,False,-3.0,./dataset_o\WWCC2022_ResultsBook\geme282end5.png
7,1.0,1,True,-5.0,./dataset_o\WMCC2021_ResultsBook\geme325end8.png
4,-1.0,4,True,-3.0,./dataset_o\WMCC2023_ResultsBook\geme318end5.png
7,-2.0,1,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme283end8.png
1,-1.0,7,True,0.0,./dataset_o\WMCC2021_ResultsBook\geme755end2.png
0,0.0,8,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme886end1.png
6,1.0,2,True,-2.0,./dataset_o\WMCC2023_ResultsBook\geme523end7.png
4,-1.0,4,False,-5.0,./dataset_o\WWCC2022_ResultsBook\geme622end5.png
4,5.0,4,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme38end5.png
6,2.0,2,True,-4.0,./dataset_o\WMCC2023_ResultsBook\geme327end7.png
7,-1.0,1,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme389end8.png
5,-1.0,3,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme250end6.png
5,-1.0,3,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme951end6.png
2,-1.0,6,False,1.0,./dataset_o\WWCC2023_ResultsBook\geme401end3.png
5,-1.0,3,False,-1.0,./dataset_o\WWCC2022_ResultsBook\geme475end6.png
5,2.0,3,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme697end6.png
7,-2.0,1,False,1.0,./dataset_o\WMCC2022_ResultsBook\geme460end8.png
6,2.0,2,True,-4.0,./dataset_o\WWCC2022_ResultsBook\geme557end7.png
1,2.0,7,True,-2.0,./dataset_o\WWCC2022_ResultsBook\geme235end2.png
9,-2.0,0,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme137end10.png
6,2.0,2,True,3.0,./dataset_o\WMCC2023_ResultsBook\geme462end7.png
6,0.0,2,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme426end7.png
3,1.0,5,True,-5.0,./dataset_o\WWCC2023_ResultsBook\geme769end4.png
4,1.0,4,False,1.0,./dataset_o\WWCC2022_ResultsBook\geme697end5.png
5,1.0,3,True,-1.0,./dataset_o\WMCC2021_ResultsBook\geme775end6.png
5,-1.0,3,False,-2.0,./dataset_o\WWCC2023_ResultsBook\geme524end6.png
0,-1.0,8,True,0.0,./dataset_o\WMCC2023_ResultsBook\geme280end1.png
3,1.0,5,True,0.0,./dataset_o\WWCC2023_ResultsBook\geme432end4.png
5,2.0,3,True,-4.0,./dataset_o\WMCC2022_ResultsBook\geme651end6.png
5,0.0,3,False,4.0,./dataset_o\WMCC2022_ResultsBook\geme491end6.png
5,1.0,3,False,0.0,./dataset_o\WWCC2023_ResultsBook\geme61end6.png
7,1.0,1,False,-4.0,./dataset_o\WMCC2022_ResultsBook\geme47end8.png
10,-1.0,0,False,0.0,./dataset_o\WMCC2021_ResultsBook\geme775end11.png
2,0.0,6,False,-3.0,./dataset_o\WMCC2021_ResultsBook\geme963end3.png
5,-1.0,3,False,0.0,./dataset_o\WWCC2022_ResultsBook\geme212end6.png
7,-1.0,1,True,-1.0,./dataset_o\WWCC2022_ResultsBook\geme633end8.png
6,1.0,2,False,3.0,./dataset_o\WMCC2023_ResultsBook\geme217end7.png
0,0.0,8,False,0.0,./dataset_o\WMCC2023_ResultsBook\geme580end1.png
4,1.0,4,True,-3.0,./dataset_o\WWCC2023_ResultsBook\geme169end5.png
1,1.0,7,False,2.0,./dataset_o\WMCC2021_ResultsBook\geme347end2.png
8,-2.0,0,False,2.0,./dataset_o\WMCC2023_ResultsBook\geme431end9.png
4,-1.0,4,True,-3.0,./dataset_o\WMCC2021_ResultsBook\geme973end5.png
1,-1.0,7,True,-1.0,./dataset_o\WWCC2023_ResultsBook\geme378end2.png
8,-1.0,0,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme620end9.png
3,2.0,5,True,-3.0,./dataset_o\WWCC2022_ResultsBook\geme249end4.png
5,1.0,3,True,1.0,./dataset_o\WMCC2021_ResultsBook\geme1025end6.png
5,0.0,3,True,1.0,./dataset_o\WMCC2022_ResultsBook\geme550end6.png
7,-1.0,1,True,-6.0,./dataset_o\WWCC2022_ResultsBook\geme728end8.png
5,0.0,3,False,2.0,./dataset_o\WWCC2022_ResultsBook\geme150end6.png
6,-2.0,2,False,1.0,./dataset_o\WMCC2021_ResultsBook\geme701end7.png
5,0.0,3,False,-1.0,./dataset_o\WMCC2022_ResultsBook\geme376end6.png
1,2.0,7,True,-1.0,./dataset_o\WMCC2022_ResultsBook\geme560end2.png
7,2.0,1,False,3.0,./dataset_o\WMCC2022_ResultsBook\geme313end8.png
